Time,Va_B5,Vb_B5,Vc_B5,Ia_B5,Ib_B5,Ic_B5
1.736,-0.952100557194209,0.307594816937589,0.644505740206339,-0.547352481033184,0.220545087761966,0.32680739306825
1.7365,-0.909956257685213,0.159598179540502,0.750358078105039,-0.53109894432743,0.138990400218229,0.392108543904694
1.737,-0.845405812634583,0.00767170436979904,0.837734108236699,-0.50176798893515,0.0540133071117154,0.447754681622425
1.7375,-0.76003867281477,-0.144443671822264,0.904482344621226,-0.460081839905679,-0.0322937725667495,0.492375612279866
1.738,-0.655956857629597,-0.293002367383837,0.948959225010296,-0.407066949871713,-0.117805672257073,0.524872621949413
1.7385,-0.535723206849548,-0.434346370929128,0.970069577788283,-0.34402871972807,-0.20041680583575,0.544445525402052
1.739,-0.402298274776907,-0.564995325458685,0.967293600257707,-0.272519361239606,-0.278093011822879,0.550612372922304
1.7395,-0.258967421571974,-0.681732221027184,0.940699642633236,-0.194299671661401,-0.348921645501981,0.543221317048242
1.74,-0.109259932878153,-0.781682604936915,0.89094253786027,-0.111295678788792,-0.411158670022668,0.522454348724194
1.7405,0.0431378985484805,-0.862385370720773,0.819247472227506,-0.0255512177603286,-0.46327160333775,0.488822821040837
1.741,0.19447353271516,-0.921853345447137,0.727379812795843,0.0608223998294349,-0.503977252813251,0.443154852958008
1.7415,0.341020580979581,-0.958622231311251,0.617601650402616,0.145698367656197,-0.532273309045154,0.386574941395218
1.742,0.479170573142078,-0.971786657549415,0.492616084483616,0.226986758021227,-0.547463030425774,0.320476272442723
1.7425,0.605521793819859,-0.961022469249078,0.355500675508951,0.302685981662155,-0.549172394897049,0.246486413304046
1.743,0.71696305865467,-0.926594720066821,0.209631661493374,0.370932071053529,-0.537359312157843,0.166427241202737
1.7435,0.810750314677098,-0.86935113272615,0.0586008181297664,0.430044582531659,-0.512314660329292,0.0822700779229048
1.744,0.884574205061113,-0.790701235062586,-0.0938729699203079,0.478567968810797,-0.474655120631783,-0.00391284802997952
1.7445,0.936616945075456,-0.692581650111591,-0.244035294890069,0.515307423240287,-0.425307997052829,-0.0899994260183288
